Feature,Importance
m_bb,0.1513443737362199
m_wwbb,0.10853904574688668
m_jjj,0.10282212970644654
jet1_pt,0.09786819901764324
m_jlv,0.09366634675251152
lepton_pT,0.0858285925455686
missing_energy_magnitude,0.0830119554473204
jet2_pt,0.0828228713298166
jet4_pt,0.07664254572677835
jet3_pt,0.07597477469829067
jet2_btag,0.014509853228132261
jet3_btag,0.014075180988169924
jet4_btag,0.012894131076215062
